otel_adi,yorum,yorum_basligi,puan,yorum_tarihi,konum,konaklama_tarihi,seyahat_turu,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,musteri_toplam_yorum_sayisi
Green Bay Resort & Spa,"Merhaba; genel olarak olumlu düşüncelerle otelinizinden ayrıldım. Harika bir koy, çarşaf gibi deniz, kumsal plaj, kaliteli şezlonglar… Otel ve odalar temiz. Birkaç yerde bar mevcut, her an içecek bir şeyler bulunabiliyor. Yemekler çeşitli ve lezzetli. Her akşam amfi tiyatroda gösteriler oluyor ve hemen ardından Feet Bar’da canlı müzik dinleyebiliyorsunuz. Fakat şahsen ben Feet Bar hariç hiçbir yerden lezzetli kokteyl içemedim. Tecrübeli birkaç barmene ihtiyacınız olduğu gibi, alkolde kullandığınız markaların kalitesine de dikkat etmelisiniz. Otele ilk gittiğimizde zemin katta kalmak istemediğimizi beyan etsek de boş oda olmadığından anlayış gösterip kaldık. Fakat 3.günde ise; bu defa koridor gürültüsünden sabahları uyuyamadığımızı belirterek tekrar değişiklik talebinde bulunduk ve ancak odamız değiştirildi. Bu süreçteki desteği için, Sevcan Hanım’a çok teşekkür ederim; son derece çözüm odaklı ve nazik biri. Ayrıca animatörlerin gün içinde sürekli etkinliklerle ilgili bilgi vermek için rahatsız etmesinden hoşlanmadığımızı belirttik. Bununla ilgili de yine Sevcan Hanım destek oldu. Genel olarak olumlu düşünüyorum. Eşimle memnun kaldık; fiyat-performans oteli. Yabancı turistlerden çok Türkler, Almancı Türkler, Kazaklar çoğunluktaydı. Kimsenin şahsi almasını istemem fakat yabancıların çoğunlukta olmasını gerçekten tercih ederim. Koridorlarda ses çıkaranların hiçbiri yabancı uyruklu insanlar değildi, emin olabilirsiniz. Dolayısıyla kökten çözüm için en azından koridorlarınıza yalıtım şart. Tatilde, sabahın 7 inde başka insanların görgüsüz gürültüsü ile uyanmak emin olun ki, hiç hoş değildi. Saygılarımla.","Harika Otel, gürültü ve bar hariç…",4,Ağu 2023,,Ağustos 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Öncelikle hiç tatil yapmamış ve daha önce bu sınıfta bir otele gitmemiş olan misafirler için iyi denilecek tercih edilebilecek bir otel. Gelelim bizim gibi uzun yıllardır bir çok zincir otele gitmiş yüksek kalitede tatil yapmış sonrada, ülkesindeki ekonomik çılgınlık yüzünden herzaman tercih ettiği otellere gidemeyip fiyat performans olarak burayı tercih edenlerle. İlk girişte otele satın almadığım tercihim olmayan 2 farklı odayı vermeye çalıştılar allahtan itiraz ettik odalara baktık da düzgün sayılacak bir odaya giriş yapabildik. Tesis güzel çok büyük değil ama yeterli restoran deniz ve havuzlar birbirlerine çok uzak değil. Odalar standart çok beklentinizi yüksek tutmayınız. Sezonun tam yoğun zamanı olduğundan otel kalabalık ve bence personel yetersiz. Küçük ama sinir bozan bazı aksaklıklar mevcut, mesela çocuk için dışarıdan su bulmak neredeyse imkansız sanki özel bir şey istiyormuşuz gibi garsonlar bi şuraya sorun bi buraya bakın diyorlar tamam getirelim diyen yok. O nedenle ufaklık için soğuk sulardan alıp yanımızda gezdirdik ısınsın diye günlerce. Yemek konusunda bence yetersizler hep aynı şeyler doğru düzgün bir ızgara var desem yalan olur hindi-tavuk- az miktarda dana ve kuzu. Tatlılar gerçekten vasat acil şef değişimi bence. Alkollü içeceklere gelirsek vasat sınıfta kalılar bir bara gidiyorsun burda o yok diyor diğerine gidiyorsun burda şu yok diyor. Yahu çocuklu ailelerin olduğu havuz barda kahve yok kahve türk kahvesi bu insanlar ne yapsın küçüçük çocuklarıyla. Oyuncaklı çocuk havuzu var iyi dedik geldiğim günden beri 3 gün çalışmadı bozukmuş. Yahu sezonun ortasında bu kadar çocuklu bir otelde nasıl çalıştıramazsınız nasıl çözüm bulamazsınız hayret verici bir olaydı. Plaj-havuz havluları kötü ve sürekli size havlu vermemek için direnen personeller var. Değişim yok şu saatte havlu yok bu saatte alamazsın gibi enteresan oteli ucuz gösteren kurallar var. Asıl bizi delirten olay çıkışımız yarın olmasına rağmen resepsiyon bizim oda kartımızı iptal etmiş bugün çıkış yaptırmaya çalıştılar. Buna diyecek birşey bulamadım. Tüm barlarda kokteyller acayip vasat ya da biz çok iyilerine alıştık bize kötü geliyor olabilir. Biz oteldeyken sayın CEO BEY ziyaretteymiş be arkadaş ceo varken biraz kendinize çeki düzen verin bari hiç ortamda kurumsallık yoktu. Gelelim teşekkürlere güzel olan şeylere, Kids club çalışanları gerçekten çok tatlılar ve ilgililer baya eğlendi bizim ufaklık. Oda temizlik personelleri gayretli güler yüzlü ama temizlik çok çok iyi mi desek maalesef. Lobby bar Alican çok iyi teşekkürler. Kumsal bardaki adını şuan bir türlü hatırlayamadığım akşamları çalışan arkadaşımız da gayet iyi. Denizi kötü değil egeliler beğenmez biz berrak sulara alışkınız burası bulanık birde sürekli bir balık yemi kokusu var çiftlikler varmış sanırım. Şezlong konusunda sıkıntı yaşamadık.",Bizim için Vasat bir tatildi.,3,Ağu 2023,"İzmir, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,10 katkı
Green Bay Resort & Spa,"Merhabalar,otelin geliştirmesi ve düzeltmesi gereken bazı şeyleri mevcut,restaurantta ekmek poğaça yemek vs herseyin üzerinde sinekler geziyor,bunu iletmeme rağmen yapılacak bişey yok cevabını alıyorsunuz.Kokteyller konusunda ellerinde kullanılcak malzeme olsada bilgisi olmayan barmenler sayesinde kokteyller felaket kötü.Yemek lezzeti başarılıydı.Otel girişinde dekorasyon konusunda acilen bişeyler yapılması gerekiyor.İlk girdiğiniz andaki izlenim kötü bir yere geldiğini düşündürtüyor.Peyzajı yetersiz kalmış.Oda temizliği ve bu konuda çalışanların ilgisi oldukça güzeldi.crsytal grubundaki otellerin bir çoğunda kalmış olmama rağmen bu otel onlardan aşağıda kalıyor.Umarım kısa zamanda gerekli iyileştirmeleri yaparlar.İyi çalışmalar",Kısaca biraz önce bahsettim,4,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Misafirimiz 237g_ne_k, Crystal Hotels otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri tekrar ağırlamak ve Crystal Hotels farkını yeniden yaşatmak dileklerimizle... Saygılarımızla, Ahmet DERİN Otel Müdürü",Harika green bay,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli Misafirimiz Özer4128, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. Tesisimiz ile ilgili paylaştığınız bilgiler için teşekkür ederiz. Öncelikle konuyla ilgili memnuniyetsizliğinizden dolayı üzüntümüzü iletmek isteriz. Amacımız her geçen gün kendimizi yenileyerek servis ve hizmet kalitemizi daha üst seviyelere çıkarmaktır. Bu doğrultuda siz değerli konuklarımızdan gelen şikâyet, eleştiri ve önerilerin yönetim olarak yapacağımız çalışmalara olumlu katkıda bulunacağına inanmaktayız. Değinmiş olduğunuz otelimizin denizi suyu ile alakalı olarak bu bölgenin deniz yapısının yeşil olması, zaten bu sebeple otelimiz ""Green Bay - Yeşil Koy "" adını almıştır, doğal bir bulanıklığı söz konusudur çünkü üç tarafı kapalıdır. Ancak denizimiz temizdir. Sayın Özer4128, sizlerden gelen her türlü şikâyet, eleştiri ve öneriler değerlendirilmekte ve bu doğrultuda gerekli çalışmalar yapılmaktadır. Bu kapsamda sizden aldığımız temizlik departmanı ile alakalı olan şikayetiniz yetkili departmana iletilmiş ve gerekli uyarıların yapıldığını bilmenizi isteriz. Tesisimizi bir sonraki ziyaretinizde söz konusu memnuniyetsizliğinizin giderilmiş olması ile ilgili her türlü çabayı sarf edeceğimizi, sizleri tekrar aramızda görmekten onur duyacağımızı bilmenizi isteriz. Saygılarımızla, Ahmet Derin İşletme Müdürü",Yemek ve hizmet okey temizlik ve deniz vasat,3,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Değerli Misafirimiz Hakan S, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. Sizlerden gelen her türlü şikâyet, eleştiri ve öneriler değerlendirilmekte ve bu doğrultuda gerekli çalışmalar yapılmaktadır. Bu kapsamda sizden aldığımız görüşleriniz değerlendirilerek yetkili departmanlar tarafından takibinin itina ile yapılacağını bilmenizi isteriz. Hakan Bey, bahsetmiş olduğunuz denizi suyu ile alakalı olarak bu bölgenin deniz yapısının yeşil olması, zaten bu sebeple otelimiz ""Green Bay - Yeşil Koy "" adını almıştır, doğal bir bulanıklığı söz konusudur çünkü üç tarafı kapalıdır. Ancak denizimiz temizdir. Tesisimizi bir sonraki ziyaretinizde söz konusu memnuniyetsizliğinizin giderilmiş olması ile ilgili her türlü çabayı sarf edeceğimizi, sizleri tekrar aramızda görmekten onur duyacağımızı bilmenizi isteriz. Saygılarımızla, Ahmet Derin İşletme Müdürü",Harika otel berbat koku,3,Ağu 2023,"İstanbul, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,8 katkı
Green Bay Resort & Spa,"Öncelikle çalışanların Gülen yüzlülüğü ve ilgisi bizi çok mutlu etti. Odamız balayı konseptli bir odaydı ve balayından kaynaklı ikramlarıdan dolayı çok teşekkür ederiz.. havuz olarak üç farklı havuz var ikisi çocuk dahil olan kısımları pek kullanmadık, +16 kısımda daha çok vakit geçirdik hatta en çok vakit geçirdiğimiz kısımdı aktiviteleri olsun, barı olsun, şezlong vs bence herşey güzeldi. Deniz bulanıktı pek tercih edemedik ve sık sık olan kötü bir koku var bu biraz rahatsız etti. Restoran kısmı bence çok yeterliydi, çeşit bakımından da iyiydi. Yani sonuç olarak biz bu tatilimizden keyif aldık.",Balayı deneyimimiz,5,Ağu 2023,,Ağustos 2023,Çift olarak seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,Öncelikle otele erken rezervasyonla geldik. Gelmeden önce internetten araştırdım. Görsellerde ve videolarda doğayı hiç bozmadan kurulmuş bir otel olması nedeniyle çok beğendik. Otele geldiğimiz günden itibaren çocuklarımız görevlilerin nazik ve güler yüzlü tavır ve davranışlarından çok etkilendiler. İlerleyen günlerde ise gerçekten evimizde gibi hissettik. Gerek yemeklerinin ve tatlılarını güzelliği gerekse plajının ve denizinin güzelliği harikaydı. Daha şimdiden seneye de bu oteli tercih edeceğinizden eminiz. Son olarak hiç usanmadan ve güler yüzlü şekilde bir çok etkinliği organize eden animasyon ekibini de tebrik ederiz.,"Teşekkür ederiz, Green Bay.",5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli Misafirimiz Simge Maden, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunarız. Konaklama deneyiminizi konaklamanız devam ettiği sürede paylaşmanız bizler için son derece önemli ve kıymetli olduğunu bilmenizi isteriz. Animasyon ekibimiz aktivite olarak sundukları eğlenceler tüm milliyet ve yaşa hitap etmektedir. Animasyon ekibimizin sizin talebinizi karşılayamamış olmasından ayrıca üzgünüz. Yazmış olduğunuz şezlong yorumunu ile alakalı olarak, tesisimizde tüm misafirlerimize yetecek sayıda şezlong bulunmaktadır, ancak misafirlerimiz kullanmadıkları şezlonglara havlu ve özel eşyalarını bıraktıklarından sorun yaşandığı doğrudur. Elif hanım bu konuyu misafir ilişkileri birimine bildirdiğiniz vakit size hemen şezlong temin edilebilir. Ayrıca değinmiş olduğunuz otelimizin denizi ile ilgili olarak doğal bir bulanıklığı söz konusudur çünkü üç tarafı kapalıdır. Ancak denizimiz temizdir. Elif Hanım, tatiliniz boyunca bir isteğiniz olduğunda misafir ilişkileri müdürü Sevcan Hanım ile iletişime geçebileceğinizi belirtir, Aileniz ile birlikte iyi tatiller dileriz. Saygılarımızla, Ahmet Derin İşletme Müdürü",Deniz hayal kırıklığı,3,Ağu 2023,"Ankara, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,18 katkı
Green Bay Resort & Spa,"Bu yıl 2.kez kaldığımız oteli her yönüyle çok beğeniyoruz.Denizi,yemekleri,hizmeti 10 numara.Tek eksisi odaları küçük ama bu yıl kaldığımız 3101 numaralı oda çok güzeldi.Animasyon ekibi her gün sizinle ilgileniyor.Aktiviteler bu yıl daha iyi.Özellikle Damla ve Uğurcan harikasınız.Snack bar şefi Yusuf bey güzel bir ekip kurmuş güler yüzlü ve çok çalışkanlar.Snack bar mutfağından Ramazan,Elif ve Miran ustanın hazırladığı güzel ve lezzetli yemekler için teşekkür ediyorum.Her gün bizi çok iyi ağırlayan Yusuf şefe ve Osman’a ayrıca teşekkür ediyoruz.feat bardaki garsonlar ve barmenler çok ilgililer.Kendinizi özel hissettiriyorlar.",Harika bir tatil,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Fatih Eray Ş, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Sorunsuz guzel bir tatil,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otel odası vasat Klozet vakalarının çocuklar açamıyor Banyo vasat Garsonlar herkes kendi halinde birileri biseyler istemesin diye kose bucak kaçıyorlar kahve istedik şu anda veremeyiz gibi tavırlar. Yemekler orta seviye Deniz koy olduğundan ötürü biraz kirli Belekteki oteline de gitmiştim burasiyla alakası yok.,Yönetime saygılarımla crstal otellerine yakısmayan personel kalitesi,2,Ağu 2023,"Eskişehir, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,"Merhabalar, öncelikle olumsuzluklardan bahsetmek istiyorum. Odamıza ek ücret ödememe rağmen seçim beni mutlu etmedi. İlk gün animasyon sırasında ilaçlandırma herkesi rahatsız etti. Yemek çeşidi daha fazla olabilirdi. Deniz malesef kokuyor. Havlu değiştirirmek çok zor malesef kötü karşılandım. Olumlulara gelirsek, manzarası çok güzel iyi bir konumda. Animasyonlar güzel bazı personeller gerçekten çok ilgili. Odadaki havlular her gün değişiyor. Daha önce kaldığım Crystal hotel malesef burdan çok daha güzeldi. Biraz hayal kırıklığı…",Hayal kırıklığı…,3,Ağu 2023,,Ağustos 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Misafirimiz _zg_rdenizb2016, Crystal Hotels otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Teşekkürler,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,14 katkı
Green Bay Resort & Spa,Bu yıl 2.kez geldiğimiz otelin son günündeyiz.Konsept hizmet temizlik yemek ve içecek kalitesi harika.Her yer birbirine yakın.Yorulmuyorsunuz.Hiç bir yerde sıra yok.Şezlong kapma derdi yok.Asla aç kalmazsınız.Denizini beğenmeyenler var ama hiç tereddüt etmeyin.Fethiye’deki lagünde yüzdüyseniz aynısı.Dalga günün her saatinde sıfır.Havası süper.Çalışanlar güler yüzlü.Odalar tertemiz.Yemeklerde et balık tavuk her gün var.snack restorantı süper.siz oturuyorsunuz menüden seçiyorsunuz onlar getiriyor( pide-döner-iskender- pizza ve bir çok çeşit) 2.gelişimize özel odamıza gelen sürpriz de bizi mutlu etti Daha azını göster Püf noktası: Ana binadaki odalar biraz küçük.Herhangi bir sorun yaşadığınızda misafir ilişkilerinde Sevcan Hanım anında çözüm bulacaktır.animasyon ekibi bu yıl çok iyi.Özellikle damla ve uğurcan süperdi.Her gün ilgilendiler bizimle.Akşam canlı müzikleri çok beğendik,Mutlaka gitmelisiniz,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,43 katkı
Green Bay Resort & Spa,"Sayın Kaan C, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Tesekkürler,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Temmuzun son haftası başladığımız tatilimizi ağustosun 6 sında noktaladık. Arkadaşlarımızın tavsiyesi ile geldik ve iyiki tavsiyeyi dinlemişiz dediğimiz bir tatil oldu bizim için. Otel hakkında yazılan kötü yorumlara nazaran herşeyden çok memnun şekilde ayrıldık otelden. Snack bar 24 saat hizmet veriyor, restoranda yemekler gayet güzeldi ayrıca. Bütün personel canla başla çalışıyor gerçekten. Animasyon ekibine değinecek olursak teker teker isimlerini yazma gereği duymadan tüm ekibe teşekkür ediyoruz, geçirdiğimiz en eğlenceli en dolu dolu tatil oldu bizim için. Tekrar gelmek isteyeceğimiz bir otel. Emeği geçen herkese teşekkürler.",Beş Yıldız,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli Misafirimiz Kaan Ç, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",teşekkürler,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Otelde ilk gün bazı sorunlar yaşamamıza rağmen ,otel yönetiminin büyük ilgisi ve özverisi ile bütün sorunları çözdük ,çalışan bütün personel aşırı ilgili ,güler yüzlü . Özelikle teşekkür etmek istediğim ,loby bar Cemile Hanım ,snack bar Osman bey’e ,alakart restoran şefine ve snack bar şefi Yusuf Beydir.Hepsi şu Kısa tatilimizde bize neşe katmıştır .Yemekler ve tatlılar çok güzel ,akşam hep eğlence var ,deniz güzel",Teşekkür ederiz,5,Ağu 2023,"İzmir, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,20 katkı
Green Bay Resort & Spa,"Öncelikle otele girişimizde sıcak bir karşılama ile güzel bir başlangıç yaptık. Ancak sonrasında deniz bizde büyük bir hayal kırıklığı yarattı. Tanıştığımız bir kaç aile il sohbetlerimizde 3. Kez geldiklerini söylediklerinde şaşırmıştık, zira deniz gerçekten çok kötü, daha sonra neden tekrar gelinebileceğini anladık. Çok güzel ve işlevsel bir Mini club var ayrıca tüm personelin güler yüzlü ve hizmet odaklı. Yetişkin havuzu, otelin kompakt bir otel olması ve her yere kolayca ulaşılabilmesi de ve eğlenceli animasyon ekibi diğer güzel yanları Bu arada denizle ilgili Otel yönetiminin farkında olup, uygun fiyata günübirlik tekne turlarını desteklemesi bir çözüm olabilir. Tekne turu için fiyat sorduğumda kişi başı 900 TL gibi fahiş bir fiyat teklif edildi. Bunun yanında tatlılar ve unlu mamüller vasatın altındaydı. Bir de kaldığım 5 gün boyunca hiç güzel çay içemedim. Muhtemelen kullanılan su çeşme suyu olduğu içindir. Özetle Denizi kötü olmasına rağmen verdikleri kaliteli hizmet sebebi ile özellikle çocuklu aileler için tavsiye edebilirim.",Bir de Deniz güzel olsa Muhteşem olacaktı…,4,Ağu 2023,"İzmir, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,109 katkı
Green Bay Resort & Spa,"Sayın Sherpa56554468375, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Tatil,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın F6455JJmustafad, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Animasyon Ekibi,5,Ağu 2023,,Ağustos 2023,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Sayın UmutCD, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Animasyon,5,Ağu 2023,"İstanbul, Türkiye",Ağustos 2023,Aileyle seyahat etti,,,,,,30 katkı
Green Bay Resort & Spa,"Sayın Musa B, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Mükemmel deneyim,5,Ağu 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Uzun zamandır ailemle birlikte tatile giderim,gittiğim en güzel oteldi. Seneye eğer devretmezlerse yine aynı yere gitmeyi planlıyoruz.Devrederlerse de önceliğimiz yine crystal green bay otelleri olacaktır.Çok memnun kaldık. Denizi mükemmel,yemekler kaliteli,kullanılan tüm ürünler markalı.Personelin hepsi ilgili alakalı,güler yüzlü,gördüğüm en temiz oteldi,her alanda Wc ler pırıl pırıldı.",Harika bir tatil...,5,Ağu 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otelle ilgili söyleyebileceğim gerçekten kötü bir şey bulamıyorum. En başta en güzel özellik otelin kendine ait koyu var. Boydan boya uzanan bir sahil ve hiç bir zaman şezlong sıkıntısı çekmiyorsunuz. 4 gün boyunca denizin dibinde ayaklarımı denize sokarak güneşlendim hem de 2 kişi için 4 şezlong kullandım ve hala her yer boştu. Otel full kapasiteydi ancak alan çok büyük ama otelin yatak kapasitesi düşük olduğu için hiçbir yerde sıra beklemiyorsunuz. 7/24 yiyecek ve içecek var ki çok az otelde bunu gördüm bugüne kadar. Yemek çeşidi bol ve lezzetleri gerçekten çok iyi. Özellikle A'la Carte için deniz ürünlerini öneririm. Personel inanılmaz güler yüzlü ve yardım sever. Denizi taşlık kısa sürede boyunuzu geçiyor ama deniz çok berrak ve su resmen ılık ve sıfır dalga çok keyifli vakit geçirebiliyorsunuz. Tam bir koy. Biz çok faydalanmadık ancak otelde tüm gün boyunca bir sürü aktivite var sizi eğlendirmek için elinden geleni yapıyorlar. Temizlik konusunda da en ufak bir sıkıntı görmedik. Havlusundan çarşafına duşundan sahiline her yer pırıl pırıl. Bu fiyata böyle bir performans inanın beklemiyordum. Tüm çalışanlara ve yönetime teşekkür edesim geldi.,Mükemmel bir deneyim,5,Ağu 2023,,Temmuz 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz hatice 1970 , Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunarız. Tekrar görüşmek dileğiyle.. Ahmet Derin İşletme Müdürü",Mükemmel konum mükemmel insanlar,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,5 katkı
Green Bay Resort & Spa,"Sayın nehire2013, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Green Bay Resort,5,Tem 2023,"İzmir, Türkiye",Temmuz 2023,Aileyle seyahat etti,,,,,,34 katkı
Green Bay Resort & Spa,"Sayın Mehmet U, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Tosun çifti,5,Tem 2023,,Temmuz 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Kemal, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Fiyat performans açısından iyi bir otel çalışanlar güleryüzlü ve yardımseverler.Animasyon ekibinden Berk’e çok teşekkür,5,Tem 2023,"Bursa, Türkiye",Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Yeşillikler içinde nezih, sakin bir otel. Yemek alanlari, deniz, havuz her sey birbirine cok yakın. Yemek çeşitleri yeterli. Her sey dahil konseptinde asla aç kalmak mümkün değil. Animatörler, garsonlar herkes çok ilgili ve guleryuzlu. Garson Erdem beye teşekkür ederiz. Bizce tek eksiği diğer Crystal otellere göre aqua parkının küçük olması, onun dışında tatilimiz boyunca her seyden memnun kaldık.",Güzel bir tatil için ideal otel.,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Sayın muhammetaZ982LJ, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Güzel bir tatil oteli,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,3 katkı
